Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P8462,F392,American Airlines,ATL,SEA,2024-01-27 15:17:55,359,On-time,1200,139.97,20,Male,High,Family,Business,3,None,Desk,8.2,15.0,99,0,0,Aisle
P8463,F92,JetBlue,ORD,SEA,2023-11-20 08:16:01,199,On-time,1541,367.16,51,Male,Medium,Leisure,Business,1,Silver,Desk,8.1,2.0,10,0,0,Middle
P8464,F1175,American Airlines,ATL,SEA,2023-05-20 15:31:28,208,Delayed,1416,591.74,47,Male,Medium,Business,Economy,2,Silver,Mobile App,8.3,23.0,79,0,0,Middle
P8465,F429,Delta,SEA,ATL,2024-01-17 19:44:04,280,On-time,1002,344.47,63,Male,Medium,Family,Business,2,None,Online,8.8,18.0,6,0,0,Aisle
P8466,F545,American Airlines,LAX,DEN,2023-11-25 18:49:22,171,On-time,1370,315.16,21,Male,High,Emergency,Economy,2,None,Mobile App,6.7,22.0,12,0,0,Aisle
P8467,F1080,Delta,JFK,ATL,2024-01-18 00:04:18,152,On-time,1479,265.17,36,Male,Medium,Family,Economy,2,None,Online,6.6,3.0,101,0,0,Aisle
P8468,F1812,Delta,LAX,ORD,2024-12-21 15:17:42,261,On-time,1102,191.23,54,Male,Low,Leisure,Economy,0,None,Airport Kiosk,6.5,12.0,21,0,0,Middle
P8469,F1314,United,LAX,JFK,2025-03-12 19:05:37,287,On-time,1505,201.51,18,Male,High,Business,Business,0,None,Desk,8.3,6.0,20,0,1,Window
P8470,F909,United,DEN,SEA,2024-10-31 01:06:40,218,On-time,1316,461.36,25,Female,Low,Emergency,Economy,0,None,Mobile App,7.4,13.0,116,0,0,Window
P8471,F140,Southwest,LAX,SEA,2025-04-01 14:35:16,127,Delayed,1396,99.27,79,Female,Low,Business,Business,2,None,Airport Kiosk,8.6,4.0,72,0,0,Middle
P8472,F806,Southwest,SFO,JFK,2023-08-24 01:25:37,153,On-time,1053,218.45,38,Female,High,Business,Premium Economy,2,Silver,Desk,7.4,13.0,82,0,0,Aisle
P8473,F1402,JetBlue,JFK,ATL,2023-10-31 20:28:16,193,On-time,859,394.4,30,Female,High,Family,Economy,1,None,Mobile App,5.1,9.0,20,0,1,Middle
P8474,F1118,JetBlue,DFW,SEA,2024-08-26 23:36:04,66,Delayed,1607,369.59,75,Male,High,Emergency,Economy,1,None,Desk,8.4,28.0,63,0,0,Aisle
P8475,F1922,Delta,SFO,LAX,2025-03-18 22:47:30,63,On-time,789,302.28,32,Female,High,Family,Premium Economy,0,None,Online,7.9,11.0,98,0,0,Window
P8476,F1259,JetBlue,DEN,SFO,2023-12-28 17:28:57,227,On-time,1195,328.16,63,Female,Medium,Family,First,3,None,Airport Kiosk,6.5,1.0,73,0,0,Aisle
P8477,F1848,American Airlines,ORD,LAX,2023-09-23 00:44:18,166,On-time,814,466.24,46,Female,Medium,Emergency,Premium Economy,0,Gold,Airport Kiosk,7.6,16.0,35,0,0,Window
P8478,F350,Southwest,DEN,ATL,2025-01-28 02:33:11,202,On-time,1515,411.1,56,Male,Medium,Family,First,3,None,Online,3.7,15.0,73,0,0,Aisle
P8479,F1064,Delta,ORD,LAX,2024-08-25 18:25:29,195,On-time,1246,365.78,31,Male,High,Family,Economy,1,Platinum,Desk,8.5,17.0,38,0,0,Window
P8480,F1736,United,SEA,ATL,2024-10-28 02:00:51,194,On-time,1109,482.94,48,Male,High,Emergency,Economy,0,Gold,Mobile App,5.8,7.0,69,0,1,Aisle
P8481,F220,JetBlue,JFK,DEN,2023-09-28 20:42:11,202,On-time,1222,301.6,76,Female,Medium,Business,Economy,1,None,Airport Kiosk,7.4,2.0,20,0,0,Middle
P8482,F652,Delta,ATL,JFK,2023-09-13 09:49:39,128,On-time,1182,411.81,73,Male,Low,Business,First,0,Silver,Desk,9.1,8.0,96,0,0,Aisle
P8483,F202,United,ORD,SEA,2023-07-26 06:06:42,207,On-time,1646,339.02,57,Male,Medium,Family,First,0,Platinum,Online,9.0,15.0,33,0,0,Window
P8484,F194,JetBlue,SFO,DEN,2024-10-02 14:43:30,97,On-time,1067,464.61,40,Male,High,Business,Economy,2,None,Online,3.7,1.0,4,0,0,Window
P8485,F1907,Southwest,ATL,SFO,2023-09-19 11:31:00,264,Delayed,859,339.41,73,Female,Medium,Family,Premium Economy,4,Platinum,Online,10.0,0.0,29,0,1,Aisle
P8486,F986,United,LAX,SFO,2023-06-23 07:40:45,193,On-time,1224,308.35,79,Female,Low,Emergency,Economy,1,None,Desk,4.3,11.0,9,0,0,Window
P8487,F64,Southwest,LAX,JFK,2023-07-02 04:10:25,187,On-time,1295,221.99,57,Male,Low,Family,Economy,0,Gold,Online,9.9,5.0,28,0,0,Middle
P8488,F1796,United,ORD,LAX,2023-07-04 17:42:55,152,On-time,916,406.12,78,Male,Medium,Emergency,Economy,0,Silver,Online,7.2,15.0,91,0,0,Aisle
P8489,F261,United,LAX,SEA,2024-03-26 21:21:23,145,On-time,905,437.61,74,Female,High,Business,Business,0,None,Airport Kiosk,6.3,4.0,21,1,0,Window
P8490,F1118,American Airlines,LAX,ORD,2025-03-20 21:25:27,97,On-time,1149,412.06,48,Male,High,Leisure,Business,1,None,Online,6.9,21.0,64,0,0,Middle
P8491,F1427,American Airlines,SEA,SFO,2024-10-01 16:36:17,251,On-time,1156,272.74,45,Female,High,Emergency,Premium Economy,2,None,Mobile App,7.3,15.0,5,0,0,Window
P8492,F1536,JetBlue,LAX,DEN,2023-05-01 09:06:41,149,On-time,1272,392.3,61,Male,Low,Emergency,Business,2,Silver,Airport Kiosk,8.0,2.0,72,0,0,Aisle
P8493,F1442,Southwest,ORD,LAX,2023-10-30 07:33:28,236,On-time,1376,392.68,79,Female,High,Business,Business,0,None,Desk,8.7,7.0,72,0,0,Aisle
P8494,F1523,JetBlue,ORD,ORD,2023-10-06 09:24:54,148,On-time,1402,329.35,29,Female,Low,Family,Economy,0,None,Desk,7.5,5.0,16,0,0,Aisle
P8495,F120,United,ATL,SEA,2023-09-22 19:31:10,138,On-time,1182,420.29,42,Male,Medium,Leisure,Economy,2,None,Mobile App,7.3,2.0,79,1,0,Aisle
P8496,F362,United,JFK,ORD,2023-12-22 23:58:09,154,On-time,887,206.44,38,Female,Medium,Business,Economy,1,Silver,Desk,6.4,3.0,28,0,0,Window
P8497,F143,JetBlue,DFW,ORD,2023-07-14 10:24:37,183,On-time,903,408.32,42,Female,Medium,Leisure,Economy,0,None,Airport Kiosk,8.6,5.0,29,0,1,Window
P8498,F320,JetBlue,LAX,LAX,2025-01-13 01:26:04,300,On-time,821,391.71,61,Male,High,Family,Economy,2,Platinum,Desk,5.4,10.0,37,0,0,Aisle
P8499,F952,American Airlines,ORD,ORD,2023-07-18 06:16:55,206,On-time,1078,326.66,63,Male,High,Business,Economy,0,Silver,Airport Kiosk,5.3,1.0,12,0,0,Middle
P8500,F1013,Delta,SEA,JFK,2024-11-24 01:48:46,92,On-time,734,227.28,29,Female,High,Family,Economy,0,None,Desk,7.6,6.0,32,0,0,Window
P8501,F1735,JetBlue,ATL,DFW,2023-07-17 00:34:07,159,On-time,814,115.2,59,Male,Low,Family,Economy,0,None,Mobile App,5.8,6.0,25,0,0,Window
P8502,F609,Southwest,ATL,DFW,2023-09-12 16:10:09,177,On-time,1314,365.17,66,Male,Medium,Emergency,Business,1,None,Online,8.2,2.0,20,0,1,Window
P8503,F34,American Airlines,ATL,DEN,2025-01-31 00:47:13,276,On-time,814,348.21,52,Male,Medium,Family,Economy,3,None,Mobile App,6.9,20.0,0,1,0,Middle
P8504,F868,United,LAX,DEN,2024-09-09 17:52:52,140,On-time,1074,365.59,26,Male,Low,Family,Economy,2,Silver,Online,5.6,0.0,110,0,0,Aisle
P8505,F1156,Southwest,DFW,DEN,2025-02-22 20:20:12,174,On-time,1609,264.25,30,Female,Medium,Business,Economy,1,Silver,Mobile App,6.0,36.0,36,0,0,Aisle
P8506,F846,Southwest,JFK,DEN,2024-02-25 13:42:31,232,On-time,1187,275.56,26,Female,Medium,Leisure,Economy,1,None,Online,7.9,6.0,51,0,0,Window
P8507,F1468,Delta,JFK,JFK,2024-08-01 01:51:03,139,On-time,701,389.51,29,Female,Medium,Business,Premium Economy,1,None,Airport Kiosk,9.1,0.0,72,0,1,Middle
P8508,F1857,American Airlines,SFO,ORD,2024-10-13 08:39:16,191,On-time,1118,452.56,38,Male,High,Leisure,Economy,2,Silver,Online,6.6,25.0,64,1,0,Window
P8509,F1633,Delta,LAX,DFW,2023-07-15 22:14:59,331,Delayed,1343,286.67,56,Male,Medium,Business,Economy,2,None,Online,7.6,1.0,36,0,0,Aisle
P8510,F508,Delta,SFO,ORD,2024-08-02 16:25:30,218,On-time,1120,326.27,58,Male,Medium,Family,Premium Economy,3,None,Desk,4.4,10.0,72,0,0,Aisle
P8511,F1117,United,DEN,SFO,2024-07-19 14:37:15,201,Delayed,1314,476.52,36,Male,Medium,Business,Economy,1,Platinum,Online,7.0,12.0,60,0,0,Middle
P8512,F903,JetBlue,ORD,JFK,2024-06-01 19:37:32,212,On-time,1028,189.76,65,Female,High,Family,Economy,1,Platinum,Desk,10.0,7.0,9,0,0,Aisle
P8513,F999,Delta,DFW,ORD,2024-01-25 14:03:10,137,Delayed,1357,193.82,40,Male,Low,Leisure,Economy,2,Silver,Online,5.7,1.0,68,0,0,Aisle
P8514,F1690,United,ATL,SFO,2023-06-25 07:40:50,206,On-time,822,348.79,64,Female,Low,Leisure,Premium Economy,0,None,Airport Kiosk,4.8,2.0,117,0,0,Middle
P8515,F510,Southwest,SEA,ATL,2025-01-01 22:49:52,31,On-time,1057,281.49,76,Male,Low,Leisure,Economy,2,None,Mobile App,6.6,34.0,97,0,0,Middle
P8516,F426,Delta,DEN,DFW,2024-04-09 13:55:17,232,On-time,1268,308.05,40,Male,High,Leisure,Business,0,Gold,Mobile App,7.7,11.0,49,0,0,Aisle
P8517,F1795,JetBlue,LAX,LAX,2024-08-06 12:06:39,274,On-time,949,496.95,54,Female,Low,Business,Economy,2,Gold,Airport Kiosk,8.6,1.0,27,0,0,Aisle
P8518,F1246,Southwest,SEA,JFK,2024-06-16 14:10:04,74,Cancelled,1354,412.36,67,Female,Medium,Family,Economy,2,Gold,Online,6.5,5.0,76,0,0,Window
P8519,F1490,Delta,DEN,ATL,2025-03-18 17:08:44,217,On-time,913,375.11,18,Female,Low,Family,Economy,1,None,Mobile App,7.0,9.0,62,0,0,Middle
P8520,F1198,Delta,JFK,ATL,2024-05-22 15:34:40,148,On-time,1053,206.94,34,Female,High,Business,Economy,4,None,Desk,6.5,8.0,34,0,0,Aisle
P8521,F690,United,SFO,DEN,2024-10-03 02:43:45,126,On-time,1521,326.49,29,Male,Low,Leisure,Economy,0,None,Online,5.2,9.0,23,1,0,Window
P8522,F433,Southwest,ORD,SEA,2024-11-29 07:36:12,151,Cancelled,1383,499.14,34,Female,High,Emergency,Economy,1,Platinum,Mobile App,9.8,14.0,51,0,0,Window
P8523,F1866,Delta,DEN,SEA,2025-03-11 05:36:50,157,On-time,947,488.99,71,Male,High,Emergency,Economy,0,None,Online,7.2,2.0,31,0,0,Aisle
P8524,F1643,Southwest,DEN,DFW,2024-09-20 13:32:53,119,On-time,1521,290.57,26,Male,High,Emergency,Economy,1,None,Airport Kiosk,8.3,7.0,14,0,0,Aisle
P8525,F1346,American Airlines,ORD,SFO,2023-05-13 13:28:41,101,Cancelled,1338,396.34,29,Male,High,Emergency,Business,3,Gold,Airport Kiosk,7.3,10.0,50,0,0,Window
P8526,F1434,Delta,DEN,DEN,2024-04-26 10:48:37,202,Delayed,1308,384.56,39,Female,Medium,Leisure,First,1,Silver,Desk,8.6,10.0,29,1,0,Window
P8527,F1420,American Airlines,DEN,JFK,2024-11-28 18:13:18,229,On-time,929,531.85,58,Male,High,Leisure,First,1,Silver,Airport Kiosk,6.2,12.0,54,0,0,Aisle
P8528,F909,American Airlines,SEA,ATL,2024-06-29 06:50:45,253,Cancelled,1295,432.62,25,Male,Medium,Business,Economy,1,Silver,Desk,5.5,7.0,116,0,1,Aisle
P8529,F1105,American Airlines,ATL,SEA,2024-02-07 06:51:43,151,Cancelled,1236,383.99,25,Female,Medium,Emergency,Economy,3,Silver,Desk,7.5,9.0,111,0,1,Window
P8530,F1620,Southwest,ORD,DFW,2023-11-12 14:56:46,199,On-time,1267,450.42,42,Female,Medium,Business,Economy,1,None,Mobile App,6.8,9.0,30,0,0,Aisle
P8531,F620,Southwest,ATL,SFO,2025-01-23 08:45:37,24,On-time,1328,418.58,77,Male,Low,Emergency,Business,0,None,Desk,4.4,16.0,26,0,0,Aisle
P8532,F1692,American Airlines,ORD,DFW,2024-08-14 23:16:59,70,On-time,1035,393.45,53,Female,Low,Leisure,Economy,1,Silver,Airport Kiosk,7.6,0.0,19,1,0,Aisle
P8533,F693,United,DFW,ATL,2024-12-27 07:11:35,193,On-time,1600,355.04,50,Male,Low,Emergency,Business,1,None,Mobile App,5.8,32.0,61,0,0,Window
P8534,F834,JetBlue,ORD,SEA,2024-10-27 07:08:48,184,On-time,610,286.87,66,Male,Medium,Emergency,Economy,2,None,Online,6.0,6.0,107,0,0,Window
P8535,F1032,Delta,SFO,SEA,2023-10-24 18:40:27,209,On-time,1167,289.52,37,Female,Low,Emergency,Economy,1,None,Desk,7.9,14.0,60,0,0,Middle
P8536,F1387,United,DFW,DEN,2024-05-06 14:44:01,207,On-time,1547,567.91,22,Male,Medium,Business,First,1,None,Mobile App,4.2,2.0,77,0,0,Aisle
P8537,F191,Southwest,ATL,ORD,2025-02-22 15:56:14,208,Delayed,1318,350.97,57,Female,Medium,Business,Economy,1,None,Mobile App,7.2,9.0,55,0,1,Window
P8538,F1372,Delta,SEA,SEA,2024-01-21 20:54:39,143,On-time,1393,482.66,52,Female,Medium,Family,Economy,1,None,Mobile App,8.0,8.0,48,0,0,Aisle
P8539,F1472,JetBlue,ATL,LAX,2025-04-11 12:40:06,183,Delayed,978,477.25,30,Female,Medium,Business,Premium Economy,1,None,Mobile App,7.7,9.0,88,0,0,Middle
P8540,F852,United,SFO,ORD,2024-06-10 09:58:22,201,On-time,1238,193.62,49,Male,Medium,Emergency,First,2,None,Online,5.7,5.0,90,0,0,Window
P8541,F244,American Airlines,ORD,LAX,2023-06-15 02:34:58,171,On-time,1260,349.39,34,Male,Medium,Family,Business,1,Gold,Mobile App,6.2,0.0,73,0,1,Window
P8542,F804,American Airlines,SFO,SEA,2024-03-15 17:50:02,187,On-time,1307,439.39,37,Male,Low,Leisure,Economy,1,Platinum,Airport Kiosk,8.0,2.0,62,0,0,Window
P8543,F709,JetBlue,DEN,DFW,2023-11-13 17:44:20,125,Delayed,1167,239.46,19,Male,Low,Emergency,Economy,0,None,Mobile App,5.5,6.0,98,0,0,Window
P8544,F1736,Delta,DEN,SFO,2024-02-08 11:24:50,300,On-time,1083,363.03,29,Female,Medium,Leisure,Economy,1,None,Airport Kiosk,9.1,17.0,93,1,0,Middle
P8545,F1546,JetBlue,ATL,ORD,2024-08-15 04:20:26,236,Delayed,1138,441.07,26,Female,Low,Leisure,Premium Economy,0,Platinum,Desk,6.5,5.0,99,0,0,Window
P8546,F1189,United,SEA,DFW,2023-08-10 00:46:47,174,On-time,597,501.9,24,Male,High,Business,Economy,1,Gold,Airport Kiosk,6.2,4.0,36,0,0,Aisle
P8547,F1035,United,DFW,DEN,2025-03-13 13:12:08,175,On-time,1075,610.42,31,Female,Medium,Family,Business,2,None,Mobile App,7.3,3.0,26,0,0,Aisle
P8548,F1471,American Airlines,DEN,SEA,2024-10-31 07:44:20,138,On-time,1136,444.53,36,Female,Low,Business,Premium Economy,0,None,Airport Kiosk,9.2,13.0,47,0,0,Window
P8549,F1046,Southwest,DEN,SFO,2025-01-22 12:22:21,233,Delayed,715,357.95,27,Male,Low,Emergency,Premium Economy,1,None,Mobile App,3.4,1.0,25,0,0,Window
P8550,F1202,Delta,DFW,DFW,2024-04-01 10:40:46,167,Delayed,1692,456.54,28,Male,Medium,Business,First,0,Gold,Mobile App,5.3,1.0,28,0,0,Window
P8551,F1586,JetBlue,LAX,DFW,2023-06-18 08:25:50,266,On-time,1459,281.87,36,Female,Medium,Emergency,Economy,1,Gold,Online,7.9,6.0,67,0,0,Middle
P8552,F1194,United,LAX,JFK,2023-07-08 10:43:02,164,On-time,1110,276.3,23,Male,Low,Business,Premium Economy,1,None,Desk,7.6,9.0,62,0,0,Window
P8553,F1945,American Airlines,SEA,LAX,2024-08-12 06:06:22,228,On-time,1195,219.36,68,Male,Low,Emergency,Premium Economy,0,None,Desk,8.5,9.0,55,0,0,Middle
P8554,F531,Southwest,DFW,ATL,2023-09-14 18:25:16,113,On-time,1284,146.71,45,Male,Medium,Business,Premium Economy,0,None,Airport Kiosk,3.0,7.0,76,0,0,Window
P8555,F121,Delta,SFO,ORD,2023-05-28 11:46:36,192,On-time,984,439.03,66,Female,Medium,Leisure,Economy,4,Silver,Mobile App,10.0,5.0,3,0,0,Aisle
P8556,F510,JetBlue,DEN,SFO,2023-06-01 13:08:37,106,On-time,1341,467.7,51,Female,Medium,Business,Economy,0,None,Airport Kiosk,8.7,5.0,75,0,0,Aisle
P8557,F269,United,ORD,SFO,2023-05-05 13:44:21,94,On-time,1539,329.99,58,Female,Low,Leisure,First,1,Gold,Desk,7.7,7.0,6,0,0,Window
P8558,F1742,Delta,ATL,DFW,2023-09-12 15:57:56,260,Delayed,1418,238.37,70,Female,Medium,Family,Economy,2,Silver,Online,4.4,6.0,13,0,0,Aisle
P8559,F1535,Delta,ATL,SEA,2025-01-11 05:18:21,207,On-time,1070,412.65,27,Female,Medium,Business,Economy,0,None,Desk,6.9,3.0,41,0,0,Window
P8560,F1040,JetBlue,ORD,ORD,2024-02-11 16:10:02,139,On-time,1320,391.69,22,Female,High,Leisure,First,1,Gold,Desk,3.0,11.0,16,0,0,Aisle
P8561,F1271,Delta,SFO,JFK,2024-04-30 13:54:42,91,Delayed,1477,349.33,73,Male,Medium,Emergency,Economy,1,None,Airport Kiosk,10.0,15.0,95,0,0,Window
P8562,F817,Southwest,ORD,SFO,2024-05-05 21:18:27,242,On-time,1598,426.97,20,Male,Medium,Leisure,Economy,1,Silver,Online,7.3,2.0,72,0,0,Window
P8563,F1242,JetBlue,SFO,SEA,2024-02-01 20:09:23,246,On-time,852,412.93,57,Female,Low,Family,Economy,1,Silver,Desk,9.2,7.0,68,0,0,Middle
P8564,F938,Southwest,SFO,SEA,2024-10-20 04:30:39,189,On-time,1560,398.5,21,Male,High,Emergency,Business,0,Silver,Mobile App,8.6,23.0,31,0,1,Middle
P8565,F775,United,SEA,SFO,2025-02-14 12:02:37,167,On-time,1146,431.19,26,Female,Low,Leisure,Economy,0,Gold,Airport Kiosk,7.7,28.0,79,0,0,Aisle
P8566,F254,Delta,JFK,SEA,2024-02-16 17:05:42,147,On-time,1508,440.64,40,Male,Low,Business,Economy,1,Platinum,Airport Kiosk,6.8,16.0,11,0,0,Middle
P8567,F553,Southwest,DEN,LAX,2024-10-12 23:26:44,186,On-time,1468,637.81,41,Male,Medium,Business,Economy,0,Platinum,Mobile App,7.5,52.0,39,0,0,Window
P8568,F1826,Delta,ATL,DFW,2023-08-27 06:43:52,190,On-time,780,501.85,31,Male,Medium,Business,Economy,1,None,Airport Kiosk,8.7,7.0,17,0,0,Aisle
P8569,F1469,JetBlue,ORD,DEN,2024-10-15 03:59:38,151,On-time,819,534.73,18,Male,Medium,Leisure,Premium Economy,1,None,Airport Kiosk,4.9,38.0,86,0,0,Window
P8570,F936,American Airlines,LAX,SFO,2023-10-01 03:42:03,131,On-time,1180,338.63,18,Female,High,Leisure,Economy,2,Gold,Desk,6.6,2.0,8,0,0,Aisle
P8571,F1046,JetBlue,ORD,DFW,2023-09-30 00:47:08,161,On-time,1040,305.99,65,Female,Medium,Family,Premium Economy,3,None,Desk,3.1,5.0,106,0,0,Middle
P8572,F339,United,ATL,JFK,2023-11-17 19:06:10,179,On-time,1159,283.6,47,Female,Medium,Family,Economy,0,None,Mobile App,8.4,3.0,0,0,0,Window
P8573,F7,Southwest,LAX,DEN,2024-05-17 02:59:24,177,On-time,1078,308.17,62,Female,Low,Business,Premium Economy,1,Silver,Mobile App,8.3,11.0,1,0,0,Aisle
P8574,F1841,JetBlue,SEA,SFO,2023-05-07 21:58:39,175,On-time,880,200.0,19,Female,Low,Business,Business,0,None,Online,7.0,13.0,36,1,0,Window
P8575,F1699,United,DEN,SEA,2023-06-27 01:52:56,214,On-time,1094,395.9,23,Female,High,Emergency,Economy,0,Silver,Mobile App,6.8,25.0,110,0,1,Aisle
P8576,F97,United,DEN,ATL,2024-03-12 10:44:08,254,On-time,1007,276.93,67,Male,High,Emergency,Business,0,Gold,Desk,5.8,3.0,93,0,0,Middle
P8577,F687,Delta,DEN,ATL,2024-10-13 20:06:35,202,On-time,967,479.09,30,Male,Low,Emergency,Economy,2,None,Desk,4.8,2.0,20,0,0,Window
P8578,F1832,American Airlines,JFK,SFO,2024-03-28 00:43:44,141,On-time,1213,267.29,42,Female,Medium,Business,Economy,1,None,Online,6.1,1.0,13,0,0,Middle
P8579,F762,American Airlines,ATL,SEA,2024-09-24 16:33:26,248,On-time,1003,400.62,33,Male,Low,Leisure,Economy,0,None,Desk,5.5,3.0,81,0,0,Middle
P8580,F648,United,SFO,DFW,2023-05-19 02:01:07,48,Delayed,1042,373.18,48,Female,Medium,Leisure,Economy,0,Silver,Mobile App,6.6,4.0,114,0,0,Aisle
P8581,F1672,American Airlines,DEN,JFK,2024-02-21 15:55:15,116,On-time,1577,392.87,30,Male,High,Family,Economy,1,Gold,Mobile App,3.6,18.0,9,0,0,Window
P8582,F1125,Delta,ORD,LAX,2023-05-28 08:50:50,145,On-time,1618,300.97,32,Female,High,Leisure,Economy,2,Silver,Mobile App,5.6,5.0,35,0,0,Window
P8583,F1571,JetBlue,DFW,SFO,2024-10-16 15:48:30,157,On-time,1135,271.28,55,Male,Low,Emergency,Economy,0,None,Online,7.9,6.0,13,0,0,Middle
P8584,F1464,United,ATL,DEN,2024-12-06 06:06:36,199,On-time,1387,295.05,65,Male,Medium,Business,Economy,1,None,Airport Kiosk,6.4,5.0,3,0,0,Window
P8585,F738,JetBlue,DEN,ATL,2023-06-24 00:14:31,207,Cancelled,1330,281.18,69,Male,High,Family,Business,2,Gold,Mobile App,5.4,7.0,71,0,1,Aisle
P8586,F1788,Southwest,DEN,DFW,2025-03-15 07:54:00,133,On-time,1178,599.38,57,Male,Medium,Business,Business,0,Silver,Online,5.5,6.0,86,0,0,Window
P8587,F1985,United,JFK,LAX,2023-10-01 07:46:52,205,On-time,1089,497.65,75,Female,Medium,Emergency,Premium Economy,0,None,Online,6.4,0.0,103,0,1,Aisle
P8588,F115,United,ORD,ORD,2023-05-02 05:45:33,216,On-time,1671,298.14,69,Female,Medium,Family,Economy,0,None,Online,5.4,4.0,119,0,0,Middle
P8589,F1592,American Airlines,SEA,DEN,2024-03-21 21:12:57,182,On-time,748,143.35,67,Female,Medium,Family,Premium Economy,2,None,Desk,3.0,1.0,90,0,0,Window
P8590,F780,Southwest,SEA,LAX,2024-09-26 02:38:55,182,On-time,1184,423.25,64,Female,Low,Family,Premium Economy,1,None,Online,4.7,7.0,61,0,0,Aisle
P8591,F214,American Airlines,JFK,SFO,2023-07-30 04:43:32,225,On-time,1170,363.58,27,Male,Medium,Business,Premium Economy,1,None,Mobile App,6.9,6.0,54,0,0,Middle
P8592,F8,American Airlines,LAX,DEN,2024-05-03 11:02:28,171,Cancelled,814,375.54,49,Male,Low,Family,Economy,2,Silver,Online,4.2,4.0,46,0,0,Window
P8593,F1047,American Airlines,JFK,DFW,2024-09-28 11:54:57,240,Delayed,1146,442.77,36,Male,Medium,Business,Economy,1,None,Desk,6.6,23.0,6,0,0,Window
P8594,F122,United,DEN,SFO,2025-02-26 16:57:32,16,On-time,1269,257.96,75,Female,High,Leisure,Economy,1,None,Mobile App,7.8,3.0,60,0,0,Window
P8595,F1600,JetBlue,DFW,SFO,2024-08-26 23:19:32,105,On-time,1350,270.09,48,Male,High,Leisure,Economy,3,Silver,Desk,6.3,4.0,28,0,0,Aisle
P8596,F1874,United,DFW,SEA,2023-10-09 06:26:01,117,On-time,1345,200.31,48,Female,Medium,Business,Premium Economy,1,Silver,Airport Kiosk,6.8,5.0,33,0,0,Middle
P8597,F1277,Delta,SEA,SEA,2023-05-02 14:05:37,119,On-time,1535,642.24,57,Male,Low,Emergency,Economy,2,Gold,Desk,5.8,32.0,90,0,0,Middle
P8598,F260,Delta,DFW,SFO,2023-11-26 19:11:07,277,On-time,879,396.35,26,Female,Medium,Leisure,Economy,2,None,Mobile App,5.6,24.0,68,0,0,Window
P8599,F1836,Delta,SEA,DEN,2024-07-25 15:20:04,138,On-time,1208,326.73,18,Female,Medium,Business,Economy,1,Gold,Mobile App,5.8,14.0,18,0,0,Middle
P8600,F1021,Southwest,DFW,SFO,2023-08-26 04:19:54,204,On-time,1565,350.36,51,Female,Low,Emergency,Premium Economy,1,None,Desk,5.2,33.0,44,0,0,Aisle
P8601,F603,United,DEN,JFK,2024-05-01 07:08:23,171,On-time,671,342.51,42,Male,Medium,Emergency,Business,0,Gold,Online,5.4,8.0,23,0,0,Window
P8602,F1597,JetBlue,SFO,SEA,2023-10-19 04:28:17,217,On-time,1501,467.33,25,Male,Low,Family,Economy,1,None,Desk,7.2,8.0,34,0,0,Middle
P8603,F55,Southwest,ORD,ATL,2024-05-18 23:00:09,103,Delayed,1160,370.45,46,Male,Medium,Emergency,Economy,0,None,Desk,6.0,0.0,70,0,1,Middle
P8604,F775,American Airlines,ATL,DFW,2023-10-24 16:56:28,131,On-time,1261,312.54,57,Female,Medium,Family,Economy,0,Platinum,Mobile App,7.8,15.0,76,0,0,Window
P8605,F1759,United,DEN,SFO,2024-03-26 00:01:10,136,On-time,1249,231.37,59,Female,High,Emergency,Economy,0,Platinum,Online,4.2,3.0,33,0,0,Middle
P8606,F1951,American Airlines,DEN,JFK,2025-03-14 01:56:12,125,On-time,1681,406.94,62,Male,Low,Business,Economy,0,None,Mobile App,4.6,7.0,33,0,0,Middle
P8607,F1692,United,ORD,LAX,2023-11-07 09:12:57,210,On-time,1403,235.09,40,Male,High,Business,Business,1,Gold,Mobile App,5.7,1.0,30,0,0,Middle
P8608,F227,United,DEN,SEA,2023-11-02 13:42:37,88,On-time,1509,193.86,38,Female,Medium,Leisure,Premium Economy,0,Gold,Online,5.2,4.0,84,0,0,Middle
P8609,F198,American Airlines,SFO,DFW,2025-01-24 06:23:17,232,On-time,1280,600.42,42,Male,Medium,Leisure,Business,0,None,Online,7.1,10.0,98,0,0,Middle
P8610,F127,Southwest,ORD,DEN,2023-12-22 04:28:36,207,On-time,1324,411.09,73,Female,Low,Business,First,2,None,Mobile App,5.1,8.0,18,0,0,Aisle
P8611,F1523,JetBlue,DFW,ORD,2024-10-28 06:05:27,191,On-time,808,289.71,64,Male,Medium,Leisure,Premium Economy,2,Silver,Mobile App,5.7,3.0,60,0,0,Middle
P8612,F127,Southwest,SEA,DEN,2025-02-07 01:29:03,291,On-time,903,519.8,23,Female,High,Family,Economy,0,Gold,Desk,5.6,17.0,0,0,0,Aisle
P8613,F1137,Southwest,DEN,JFK,2024-02-12 17:15:28,246,On-time,1888,386.79,46,Female,Low,Leisure,Economy,1,None,Online,7.6,5.0,53,0,0,Aisle
